Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccDiff,Att8EstSQRT,EbaccActSQRT
2.2,-3.3,5.8,2,-3.8,5.4,3,-2.44,5.4,-4.72,2.345207879911715,0.8366600265340756
6,1.51,4.9,7,2.11,4.3,5,0.69,4.2,0.79,2.1213203435596424,2.23606797749979
4.5,0.01,4.9,6,1.11,4.3,4,-0.31,4.2,0.12,2.1213203435596424,2.073644135332772
4.3,-1.25,5.8,5,-0.8,5.4,5,-0.44,5.4,-2.38,2.345207879911715,1.7320508075688772
5.8,0.78,5.3,7,1.66,4.8,5,0.17,4.8,0.57,2.23606797749979,2.3021728866442674
7,0.24,6.8,6,-0.8,6.9,8,1.09,6.8,0.83,2.6076809620810595,2.7748873851023217
6.9,1.14,6,7,1,5.8,7,1.24,5.7,1.31,2.4083189157584592,2.6457513110645907
4.2,0.67,4,5,0.99,3.3,2,-1.25,3.1,0.18,1.8708286933869707,1.816590212458495
5.6,1.46,4.5,6,1.47,3.9,5,1.11,3.8,0.91,2.0248456731316584,2.16794833886788
2.6,-1.68,4.7,3,-1.71,4.1,2,-2.08,4,-1.3,2.073644135332772,1.6431676725154984
4.8,3.02,2.1,5,2.87,1.1,4,2.86,1.5,2.51,1.3038404810405297,2
3.7,-0.39,4.5,4,-0.53,3.9,4,0.1,3.8,-0.42,2.0248456731316584,1.816590212458495
6.3,1.52,5.1,8,2.88,4.6,6,1.42,4.5,0.84,2.16794833886788,2.3021728866442674
0.7,-1.06,2.1,1,-1.13,1.1,0,-1.14,1.5,-0.82,1.3038404810405297,0.8366600265340756
4.4,-0.62,5.3,5,-0.34,4.8,3,-1.84,4.8,-1.1,2.23606797749979,1.9235384061671346
3.9,0.72,3.6,4,0.38,2.8,3,0.22,2.7,-0.08,1.760681686165901,1.6431676725154984
6.6,2.11,4.9,7,2.11,4.3,6,1.68,4.2,2.12,2.1213203435596424,2.5099800796022267
6.6,1.63,5.3,8,2.66,4.8,5,0.17,4.8,1.57,2.23606797749979,2.5099800796022267
4.3,0.38,4.3,5,0.67,3.6,3,-0.64,3.5,-0.18,1.9748417658131499,1.816590212458495
4.3,-1.2,5.8,7,1.21,5.4,4,-1.44,5.4,-1.72,2.345207879911715,1.9235384061671346
2.5,-3,5.8,3,-2.8,5.4,4,-1.44,5.4,-5.38,2.345207879911715,0
6,2.13,4.3,9,4.67,3.6,4,0.36,3.5,1.82,1.9748417658131499,2.3021728866442674
2,0.24,2.1,3,0.87,1.1,1,-0.14,1.5,-0.16,1.3038404810405297,1.140175425099138
3.2,-0.49,4.2,3,-1.16,3.4,4,0.56,3.3,-0.64,1.9235384061671346,1.6431676725154984
7.2,1.09,6.2,8,1.76,6.1,8,1.88,6,0.3,2.4698178070456938,2.5099800796022267
4.1,-1.71,6,6,0,5.8,4,-1.76,5.7,-3.02,2.4083189157584592,1.6431676725154984
0.4,-3.47,4.3,1,-3.33,3.6,1,-2.64,3.5,-3.52,1.9748417658131499,0
2.5,-1.59,4.5,2,-2.53,3.9,3,-0.89,3.8,-1.76,2.0248456731316584,1.4142135623730951
4.9,1.16,4.2,5,0.83,3.4,4,0.56,3.3,1.69,1.9235384061671346,2.23606797749979
5.7,-0.06,6,6,0,5.8,5,-0.76,5.7,0.31,2.4083189157584592,2.449489742783178
2.7,-2.83,5.8,3,-2.8,5.4,3,-2.44,5.4,-2.72,2.345207879911715,1.6431676725154984
4.9,0.62,4.7,7,2.29,4.1,4,-0.08,4,-0.63,2.073644135332772,1.816590212458495
2.2,-1.49,4.2,3,-1.16,3.4,2,-1.43,3.3,-2.64,1.9235384061671346,0.8366600265340756
4.4,-1.71,6.2,5,-1.24,6.1,5,-1.13,6,-2.04,2.4698178070456938,2
2.6,-1.49,4.5,2,-2.53,3.9,3,-0.89,3.8,-1.42,2.0248456731316584,1.51657508881031
3.5,0.32,3.6,4,0.38,2.8,3,0.22,2.7,-1.08,1.760681686165901,1.3038404810405297
4.5,-2.75,7.2,4,-3.18,7.4,5,-2.38,7.3,-3,2.6832815729997477,2.073644135332772
0.9,-2.63,4,1,-3.01,3.3,1,-2.25,3.1,-2.15,1.8708286933869707,1
2,-1.69,4.2,3,-1.16,3.4,3,-0.44,3.3,-3.31,1.9235384061671346,0
3,-0.58,4,3,-1.01,3.3,4,0.75,3.1,-2.15,1.8708286933869707,1
1.1,-2.12,3.7,2,-1.73,2.9,1,-1.91,2.8,-2.51,1.7888543819998317,0.5477225575051661
1.8,-1.57,3.9,2,-1.86,3.1,2,-1.06,3,-1.97,1.8439088914585775,1
4.8,0.02,5.1,6,0.88,4.6,4,-0.57,4.5,-1.16,2.16794833886788,1.816590212458495
4.4,-0.33,5.1,5,-0.13,4.6,5,0.43,4.5,-0.16,2.16794833886788,2.073644135332772
2.6,-1.89,4.9,4,-0.89,4.3,3,-1.32,4.2,-3.55,2.1213203435596424,0.8366600265340756
3.2,1.07,2.5,4,1.47,1.7,2,0.26,1.8,0.89,1.449137674618944,1.6431676725154984
3.3,-0.28,4,3,-1.01,3.3,4,0.75,3.1,-1.48,1.8708286933869707,1.3038404810405297
5.9,0.4,5.8,4,-1.79,5.4,7,1.56,5.4,0.62,2.345207879911715,2.449489742783178
4.7,-0.32,5.3,6,0.66,4.8,4,-0.83,4.8,-0.76,2.23606797749979,2
6,0.77,5.6,6,0.43,5.1,7,1.87,5.1,0.93,2.280350850198276,2.449489742783178
4.9,0.41,4.9,4,-0.89,4.3,4,-0.31,4.2,0.79,2.1213203435596424,2.23606797749979
3.1,-1.63,5.1,4,-1.13,4.6,3,-1.58,4.5,-3.49,2.16794833886788,1
4.9,-0.33,5.6,6,0.43,5.1,5,-0.14,5.1,-0.73,2.280350850198276,2.073644135332772
5,-1.06,6.2,6,-0.23,6.1,5,-1.13,6,-1.37,2.4698178070456938,2.16794833886788
0.8,-3.7,5.8,2,-3.8,5.4,1,-4.44,5.4,-5.38,2.345207879911715,0
3.8,-1.22,5.3,4,-1.34,4.8,4,-0.83,4.8,-1.43,2.23606797749979,1.816590212458495
5.7,0.92,5.1,5,-0.13,4.6,6,1.42,4.5,0.51,2.16794833886788,2.23606797749979
5.9,-0.86,6.8,6,-0.8,6.9,5,-1.91,6.8,-1.17,2.6076809620810595,2.3874672772626644
2.1,-1.48,4,2,-2.01,3.3,2,-1.25,3.1,-2.82,1.8708286933869707,0.5477225575051661
6.2,1.23,5.3,6,0.66,4.8,6,1.16,4.8,0.9,2.23606797749979,2.3874672772626644
4,-0.97,5.3,5,-0.34,4.8,4,-0.83,4.8,-1.76,2.23606797749979,1.7320508075688772
3.1,0.1,3.5,4,0.52,2.6,3,0.37,2.6,-0.93,1.7320508075688772,1.3038404810405297
4.7,-0.08,5.1,3,-2.13,4.6,6,1.42,4.5,0.51,2.16794833886788,2.23606797749979
3.7,0.46,3.7,3,-0.73,2.9,4,1.09,2.8,0.82,1.7888543819998317,1.9235384061671346
1,-2,3.5,3,-0.48,2.6,1,-1.63,2.6,-2.6,1.7320508075688772,0
2.8,-0.13,3.4,2,-1.38,2.5,2,-0.47,2.5,-0.15,1.70293863659264,1.51657508881031
3.9,-0.83,5.1,5,-0.13,4.6,4,-0.57,4.5,-1.16,2.16794833886788,1.816590212458495
2.6,0.03,3,3,-0.05,2.2,4,1.82,2.2,-1.86,1.61245154965971,0.5477225575051661
3.3,-0.62,4.3,3,-1.33,3.6,3,-0.64,3.5,-1.85,1.9748417658131499,1.3038404810405297
4.6,-1.21,6,5,-1,5.8,3,-2.77,5.7,-1.36,2.4083189157584592,2.073644135332772
3.2,-1.13,4.7,5,0.29,4.1,2,-2.08,4,-2.97,2.073644135332772,1
7,0.24,6.8,8,1.21,6.9,6,-0.92,6.8,0.16,2.6076809620810595,2.6457513110645907
3.2,-1.08,4.7,4,-0.71,4.1,2,-2.08,4,-1.63,2.073644135332772,1.51657508881031
3.5,-0.37,4.3,3,-1.33,3.6,3,-0.64,3.5,-0.52,1.9748417658131499,1.7320508075688772
4.5,-1.56,6.2,5,-1.24,6.1,5,-1.13,6,-2.04,2.4698178070456938,2
6.1,1.77,4.7,6,1.29,4.1,5,0.92,4,1.7,2.073644135332772,2.3874672772626644
7.4,2.62,5.1,8,2.88,4.6,7,2.42,4.5,2.84,2.16794833886788,2.701851217221259
4.5,-0.78,5.6,4,-1.58,5.1,6,0.87,5.1,-1.07,2.280350850198276,2
2.6,-0.93,4,2,-2.01,3.3,4,0.75,3.1,-2.48,1.8708286933869707,0.8366600265340756
4.2,0.51,4.2,6,1.84,3.4,3,-0.44,3.3,0.69,1.9235384061671346,2
7,1.5,5.8,7,1.21,5.4,7,1.56,5.4,2.28,2.345207879911715,2.7748873851023217
4.8,-0.96,6,5,-1,5.8,5,-0.76,5.7,-2.36,2.4083189157584592,1.816590212458495
3.8,0.92,3.4,5,1.62,2.5,3,0.52,2.5,1.19,1.70293863659264,1.9235384061671346
5,-1.11,6.2,3,-3.23,6.1,6,-0.13,6,-1.04,2.4698178070456938,2.23606797749979
6.1,1.61,4.9,7,2.11,4.3,5,0.69,4.2,1.45,2.1213203435596424,2.3874672772626644
1.4,-1.85,3.7,2,-1.73,2.9,2,-0.91,2.8,-2.51,1.7888543819998317,0.5477225575051661
4.2,0.11,4.5,5,0.47,3.9,3,-0.89,3.8,-0.09,2.0248456731316584,1.9235384061671346
2.9,-1,4.3,4,-0.33,3.6,3,-0.64,3.5,-1.18,1.9748417658131499,1.51657508881031
5.8,0.25,5.8,5,-0.8,5.4,7,1.56,5.4,-0.05,2.345207879911715,2.3021728866442674
4,0.13,4.3,4,-0.33,3.6,4,0.36,3.5,-0.18,1.9748417658131499,1.816590212458495
3.3,0.25,3.5,4,0.52,2.6,2,-0.63,2.6,0.07,1.7320508075688772,1.6431676725154984
3.4,0.22,3.6,2,-1.62,2.8,3,0.22,2.7,0.92,1.760681686165901,1.9235384061671346
5.1,-1.01,6.2,5,-1.24,6.1,5,-1.13,6,-0.7,2.4698178070456938,2.3021728866442674
5.8,0.57,5.6,5,-0.57,5.1,6,0.87,5.1,0.93,2.280350850198276,2.449489742783178
4.5,1.08,3.9,5,1.14,3.1,3,-0.06,3,0.7,1.8439088914585775,1.9235384061671346
3.8,1.09,3.2,5,1.84,2.3,3,0.7,2.3,1.01,1.6431676725154984,1.816590212458495
4.6,0.27,4.7,4,-0.71,4.1,5,0.92,4,-0.3,2.073644135332772,1.9235384061671346
1.7,-2.17,4.3,2,-2.33,3.6,2,-1.64,3.5,-3.18,1.9748417658131499,0.5477225575051661
3.5,-0.78,4.7,4,-0.71,4.1,3,-1.08,4,-0.97,2.073644135332772,1.7320508075688772
8.5,1.69,6.8,9,2.2,6.9,8,1.09,6.8,2.16,2.6076809620810595,3
3.3,0.12,3.6,3,-0.62,2.8,3,0.22,2.7,-0.08,1.760681686165901,1.6431676725154984
2.7,-1.58,4.7,3,-1.71,4.1,3,-1.08,4,-2.3,2.073644135332772,1.3038404810405297
2.7,-0.48,3.6,3,-0.62,2.8,3,0.22,2.7,-2.41,1.760681686165901,0.5477225575051661
4.8,-0.17,5.3,6,0.66,4.8,4,-0.83,4.8,-0.43,2.23606797749979,2.073644135332772
2.3,-1.07,3.9,2,-1.86,3.1,3,-0.06,3,-2.3,1.8439088914585775,0.8366600265340756
4.5,-0.73,5.6,3,-2.58,5.1,4,-1.13,5.1,0.27,2.280350850198276,2.3021728866442674
3.8,-1.96,6,4,-2.01,5.8,5,-0.76,5.7,-2.02,2.4083189157584592,1.9235384061671346
1.6,-1.28,3.4,1,-2.38,2.5,3,0.52,2.5,-1.48,1.70293863659264,1
5.3,1.77,4,5,0.99,3.3,7,3.75,3.1,1.52,1.8708286933869707,2.16794833886788
3.3,-0.98,4.7,4,-0.71,4.1,3,-1.08,4,-1.3,2.073644135332772,1.6431676725154984
3,-1.14,4.5,5,0.47,3.9,2,-1.89,3.8,-3.09,2.0248456731316584,0.8366600265340756
5.3,1.02,4.7,5,0.29,4.1,6,1.92,4,1.37,2.073644135332772,2.3021728866442674
2.7,-2.32,5.3,3,-2.34,4.8,3,-1.84,4.8,-4.1,2.23606797749979,0.8366600265340756
0,-3.64,5.1,0,-5.13,4.6,0,-4.57,4.5,-4.49,2.16794833886788,0
4.4,-1.71,6.2,4,-2.23,6.1,4,-2.13,6,-2.37,2.4698178070456938,1.9235384061671346
5.5,0.48,5.3,6,0.66,4.8,5,0.17,4.8,0.24,2.23606797749979,2.23606797749979
4.7,0.96,4.2,3,-1.16,3.4,4,0.56,3.3,2.36,1.9235384061671346,2.3874672772626644
4.4,0.87,4,4,-0.01,3.3,4,0.75,3.1,1.18,1.8708286933869707,2.073644135332772
4.6,-0.18,5.1,4,-1.13,4.6,5,0.43,4.5,-0.16,2.16794833886788,2.073644135332772
3.8,-2.26,6.2,3,-3.23,6.1,4,-2.13,6,-2.04,2.4698178070456938,2
4.4,0.12,4.7,4,-0.71,4.1,5,0.92,4,-0.3,2.073644135332772,1.9235384061671346
5,2.12,3.4,4,0.62,2.5,5,2.53,2.5,3.02,1.70293863659264,2.345207879911715
1.7,-0.78,2.9,2,-0.93,2.1,1,-1.09,2.1,-1.11,1.5811388300841898,1
4.1,-1.18,5.6,4,-1.58,5.1,5,-0.14,5.1,-1.73,2.280350850198276,1.816590212458495
3.9,-0.88,5.1,5,-0.13,4.6,3,-1.58,4.5,-1.82,2.16794833886788,1.6431676725154984
3.9,0.16,4.2,5,0.83,3.4,3,-0.44,3.3,0.02,1.9235384061671346,1.816590212458495
4,-0.28,4.7,4,-0.71,4.1,4,-0.08,4,0.03,2.073644135332772,2
2.4,-1.47,4.3,3,-1.33,3.6,2,-1.64,3.5,-1.52,1.9748417658131499,1.4142135623730951
2.9,-1.19,4.5,4,-0.53,3.9,2,-1.89,3.8,-3.09,2.0248456731316584,0.8366600265340756
0.5,-3.66,4.9,2,-2.89,4.3,0,-4.32,4.2,-4.21,2.1213203435596424,0
4.8,-1.64,6.5,6,-0.49,6.5,4,-2.52,6.4,-2.41,2.5298221281347035,2
3.2,-0.67,4.3,5,0.67,3.6,3,-0.64,3.5,-2.85,1.9748417658131499,0.8366600265340756
3.6,0.42,3.6,5,1.38,2.8,2,-0.77,2.7,-0.08,1.760681686165901,1.6431676725154984
1.5,-3.52,5.3,1,-4.34,4.8,0,-4.84,4.8,-3.76,2.23606797749979,1
2.3,-2.19,4.9,3,-1.89,4.3,3,-1.32,4.2,-3.88,2.1213203435596424,0.5477225575051661
3.3,-1.67,5.3,3,-2.34,4.8,4,-0.83,4.8,-4.43,2.23606797749979,0.5477225575051661
3.6,1.22,2.8,2,-0.85,1.9,4,2.07,2,0.98,1.5491933384829668,1.7320508075688772
4.6,1.81,3.3,4,0.7,2.4,4,1.61,2.4,3.44,1.6733200530681511,2.4083189157584592
1.8,-0.5,2.7,2,-0.71,1.8,1,-0.83,1.9,-0.57,1.51657508881031,1.140175425099138
0.4,-3.02,3.9,0,-3.86,3.1,0,-3.06,3,-2.97,1.8439088914585775,0
3.4,0.41,3.5,5,1.52,2.6,3,0.37,2.6,-1.6,1.7320508075688772,1
0.3,-3.53,6.8,0,-6.8,6.9,1,-5.91,6.8,-6.5,2.6076809620810595,0.5477225575051661
2.1,-1.59,4.2,3,-1.16,3.4,2,-1.43,3.3,-2.98,1.9235384061671346,0.5477225575051661
4.4,-1.1,5.8,5,-0.8,5.4,4,-1.44,5.4,-1.72,2.345207879911715,1.9235384061671346
3.7,-0.39,4.5,4,-0.53,3.9,4,0.1,3.8,-3.09,2.0248456731316584,0.8366600265340756
5,1.08,4.3,6,1.67,3.6,4,0.36,3.5,0.82,1.9748417658131499,2.073644135332772
3.1,-1.18,4.7,3,-1.71,4.1,3,-1.08,4,-0.97,2.073644135332772,1.7320508075688772
5.2,-0.3,5.8,6,0.2,5.4,4,-1.44,5.4,-0.05,2.345207879911715,2.3021728866442674
1.7,-3.03,5.1,4,-1.13,4.6,3,-1.58,4.5,-3.49,2.16794833886788,1
3.6,-0.09,4.2,5,0.83,3.4,3,-0.44,3.3,-0.98,1.9235384061671346,1.51657508881031
